Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
SE,MG,BELO HORIZONTE,POSTO PIO XII LTDA.,05.020.360/0001-79,AVENIDA DO CONTORNO,9008,,SANTO AGOSTINHO,30110-067,GASOLINA,02/05/2023,"5,39",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,COMERCIAL RACOL LTDA,04.755.071/0001-55,AVENIDA BRIGADEIRO EDUARDO GOMES,1980,,GLORIA,30870-100,GASOLINA,01/05/2023,"5,39",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,GASOLINA,02/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO MARTE LTDA,03.638.042/0001-40,RUA JACUI,1712,,GRACA,31110-050,GASOLINA,02/05/2023,"5,14",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,DUTRA E SILVA LTDA,02.104.426/0001-10,AVENIDA DOS ENGENHEIROS,465,,ALIPIO DE MELO,30840-300,GASOLINA,01/05/2023,"5,39",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO BOA ESPERANCA LTDA.,00.911.117/0001-27,RODOVIA PAPA JOAO PAULO II,3031,,SERRA VERDE,31630-369,GASOLINA,01/05/2023,"5,39",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,AUTO POSTO VERONA EIRELI,00.911.111/0001-50,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,23759,,DOM SILVERIO,31985-203,GASOLINA,01/05/2023,"5,29",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ASTRAL LTDA,00.524.333/0001-10,AVENIDA BRIG EDUARDO GOMES,1025,,GLORIA,30870-100,GASOLINA,01/05/2023,"5,29",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO SARAMENHA LTDA,00.416.899/0001-28,AVENIDA SERRANA,750,,SERRANO,30882-370,GASOLINA,01/05/2023,"5,15",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,ECO EMPREENDIMENTOS COMERCIAIS LTDA,00.194.032/0002-56,RUA CONCEICAO DO MATO DENTRO,335,,OURO PRETO,31310-240,GASOLINA,01/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO SAO BERNARDO LTDA,10.673.246/0001-88,AVENIDA CRISTIANO MACHADO,9505,,DONA CLARA,31260-333,GASOLINA,02/05/2023,"5,39",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,GAS BRAS LTDA,04.274.096/0001-37,RODOVIA PAPA JOAO PAULO II,400,,SATELITE,31748-002,GASOLINA,01/05/2023,"5,39",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,POSTO CENTER NORTE LTDA,10.684.461/0001-84,AVENIDA VILARINHO,5360,,VENDA NOVA,31615-250,GASOLINA,01/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO MONTE SANTO LTDA,08.223.834/0001-78,AVENIDA DOM PEDRO II,3038,,CAICARA,30720-460,GASOLINA,02/05/2023,"5,35",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,DGET COMBUSTIVEIS EIRELI,10.651.236/0001-41,RUA DOS ASTECAS,2930,,SANTA MONICA,31530-300,GASOLINA,01/05/2023,"5,37",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO ITATIAIA LTDA,12.927.274/0001-00,AVENIDA PROFESSOR CLOVIS SALGADO,1865,,ITATIAIA,31360-280,GASOLINA,01/05/2023,"5,19",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO JOAO PAULO II LTDA,17.574.955/0001-55,AVENIDA JOAO XXIII,540,,ALIPIO DE MELO,30820-660,GASOLINA,08/05/2023,"5,19",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO PIRAJA LIMITADA,17.185.760/0001-13,AVENIDA WALDOMIRO LOBO,432,,GUARANI,31814-620,GASOLINA,09/05/2023,"5,29",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,AGUIA IV COMERCIO DE COMBUSTIVEIS LTDA,07.946.419/0001-80,RUA PARA DE MINAS,320,,PADRE EUSTAQUIO,30730-440,GASOLINA,09/05/2023,"5,1",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,POSTO BEAGAS GNV LTDA.,07.434.428/0001-91,AVENIDA DOM PEDRO II,4685,,JARDIM MONTANHES,30730-690,GASOLINA,08/05/2023,"5,17",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,AUTO POSTO VALE LTDA,02.369.525/0001-24,AVENIDA VILARINHO,1146,,VENDA NOVA,31615-250,GASOLINA,08/05/2023,"5,29",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO POETA LTDA,05.577.012/0001-05,AVENIDA DOM PEDRO I,2355,,SAO JOAO BATISTA,31515-300,GASOLINA,08/05/2023,"5,17",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO VILA NOSSA SENHORA DE FATIMA LTDA,05.462.748/0001-20,AVENIDA NOSSA SENHORA DE FATIMA,"2,401",,CARLOS PRATES,30710-020,GASOLINA,08/05/2023,"5,19",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ALLGAS LTDA,05.351.360/0001-51,AVENIDA SARAMENHA,1632,,GUARANI,31840-220,GASOLINA,09/05/2023,"5,19",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO LUPUS ISABEL BUENO LTDA.,02.507.257/0001-60,AVENIDA IZABEL BUENO,139,,VILA IANDAIA,31270-030,GASOLINA,09/05/2023,"5,19",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,MARLIN EMPREENDIMENTOS LTDA,02.685.478/0001-28,AVENIDA AMERICO VESPUCIO,501,,APARECIDA,31230-240,GASOLINA,09/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO BALUARTE LTDA,02.911.786/0001-24,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,23750,,EYMARD,31910-585,GASOLINA,09/05/2023,"5,19",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO AGUIA COMERCIO DE COMBUSTIVEIS LTDA,00.722.792/0001-08,AVENIDA SARAMENHA,1062,,TUPI,31840-220,GASOLINA,09/05/2023,"5,19",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,L. C. EMPREENDIMENTOS LTDA,00.415.374/0001-78,AVENIDA DIS ENGENHEIROS,1620,,CASTELO,30840-300,GASOLINA,08/05/2023,"5,49",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO JAVARI EIRELI,16.679.276/0001-88,RUA DESCALVADO,661,,RENASCENCA,31130-610,GASOLINA,09/05/2023,"5,07",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO BARBOSA LTDA,17.160.094/0001-69,AVENIDA PRES CARLOS LUZ,2263,,SAO FRANCISCO ASSIS,31250-010,GASOLINA,08/05/2023,"5,19",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,POSTO ANTUNES LTDA,01.553.073/0001-73,AVENIDA PORTUGAL,2603,,SANTA AMELIA,31555-000,GASOLINA,08/05/2023,"5,17",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO GERAES LTDA,02.289.325/0001-61,AVENIDA GASTAO DEMETRIO MAIA,140,,FLORAMAR,31742-096,GASOLINA,08/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,01.830.179/0001-77,AVENIDA DOM PEDRO I,2177,LETRA A,SAO JOAO BATISTA,31515-300,GASOLINA,08/05/2023,"5,17",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,GASOLINA,09/05/2023,"5,18",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO WAP LTDA,18.742.536/0001-48,AVENIDA PEDRO II,4091,,VILA FUTURO,30720-460,GASOLINA,08/05/2023,"5,17",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,JR COMERCIO E PRESTACAO DE SERVICOS LTDA,17.968.553/0001-35,RUA IZABEL BUENO,20,,UNIVERSITARIO,31255-324,GASOLINA,09/05/2023,"5,79",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO CHAVES LTDA,17.642.679/0001-15,AVENIDA PORTUGAL,2061,,SANTA AMELIA,31550-000,GASOLINA,08/05/2023,"5,17",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO DE COMBUSTIVEIS VILA COMETA LTDA,17.509.753/0001-20,AVENIDA PRESIDENTE ANTONIO CARLOS,7826,,PAMPULHA,31270-000,GASOLINA,09/05/2023,"5,19",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,EXXEL REVENDEDORA DE DERIVADOS DE PETROLEO LTDA,17.332.487/0001-02,AVENIDA VER CICERO ILDEFONSO,539,,JOAO PINHEIRO,30530-000,GASOLINA,09/05/2023,"5,19",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO COELHO LTDA,17.162.629/0001-30,AVENIDA ANTONIO CARLOS,3550,,CACHOEIRINHA,31210-800,GASOLINA,09/05/2023,"5,17",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO GLORIA LIMITADA,16.682.296/0001-08,RUA DEP CLAUDIO P DE LIMA,957,,N S GLORIA,30870-020,GASOLINA,08/05/2023,"5,17",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO AEROPORTO LTDA,16.665.259/0001-91,RUA PROFESSOR MAGALHAES PENIDO,540,,SAO LUIZ (PAMPULHA),31270-700,GASOLINA,09/05/2023,"5,19",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,MINEIRAO POSTO DE SERVICOS LTDA,16.599.607/0001-70,AVENIDA PRESIDENTE ANTONIO CARLOS,2710,,CACHOEIRINHA,31130-194,GASOLINA,09/05/2023,"5,17",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,COMERCIAL RACOL LTDA,04.755.071/0001-55,AVENIDA BRIGADEIRO EDUARDO GOMES,1980,,GLORIA,30870-100,GASOLINA,08/05/2023,"5,19",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,GASOLINA,09/05/2023,"5,19",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,DUTRA E SILVA LTDA,02.104.426/0001-10,AVENIDA DOS ENGENHEIROS,465,,ALIPIO DE MELO,30840-300,GASOLINA,08/05/2023,"5,39",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,AUTO POSTO VERONA EIRELI,00.911.111/0001-50,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,23759,,DOM SILVERIO,31985-203,GASOLINA,08/05/2023,"5,19",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ASTRAL LTDA,00.524.333/0001-10,AVENIDA BRIG EDUARDO GOMES,1025,,GLORIA,30870-100,GASOLINA,08/05/2023,"5,19",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,ECO EMPREENDIMENTOS COMERCIAIS LTDA,00.194.032/0002-56,RUA CONCEICAO DO MATO DENTRO,335,,OURO PRETO,31310-240,GASOLINA,08/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO CENTER NORTE LTDA,10.684.461/0001-84,AVENIDA VILARINHO,5360,,VENDA NOVA,31615-250,GASOLINA,08/05/2023,"5,29",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO MONTE SANTO LTDA,08.223.834/0001-78,AVENIDA DOM PEDRO II,3038,,CAICARA,30720-460,GASOLINA,09/05/2023,"5,29",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,DGET COMBUSTIVEIS EIRELI,10.651.236/0001-41,RUA DOS ASTECAS,2930,,SANTA MONICA,31530-300,GASOLINA,08/05/2023,"5,15",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO CAMOES LTDA,18.007.445/0001-69,AVENIDA PORTUGAL,4611,,ITAPOA,31710-400,GASOLINA,09/05/2023,"5,18",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,AGUIA IV COMERCIO DE COMBUSTIVEIS LTDA,07.946.419/0001-80,RUA PARA DE MINAS,320,,PADRE EUSTAQUIO,30730-440,GASOLINA,16/05/2023,"5,09",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,POSTO BEAGAS GNV LTDA.,07.434.428/0001-91,AVENIDA DOM PEDRO II,4685,,JARDIM MONTANHES,30730-690,GASOLINA,15/05/2023,"5,08",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,AUTO POSTO VALE LTDA,02.369.525/0001-24,AVENIDA VILARINHO,1146,,VENDA NOVA,31615-250,GASOLINA,15/05/2023,"5,09",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO POETA LTDA,05.577.012/0001-05,AVENIDA DOM PEDRO I,2355,,SAO JOAO BATISTA,31515-300,GASOLINA,15/05/2023,"5,09",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO WAP AMAZONAS LTDA.,06.041.725/0001-04,AVENIDA AMAZONAS,5234,,NOVA SUISSA,30421-056,GASOLINA,17/05/2023,"5,05",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO VILA NOSSA SENHORA DE FATIMA LTDA,05.462.748/0001-20,AVENIDA NOSSA SENHORA DE FATIMA,"2,401",,CARLOS PRATES,30710-020,GASOLINA,15/05/2023,"5,17",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ALLGAS LTDA,05.351.360/0001-51,AVENIDA SARAMENHA,1632,,GUARANI,31840-220,GASOLINA,16/05/2023,"5,09",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO LUPUS ISABEL BUENO LTDA.,02.507.257/0001-60,AVENIDA IZABEL BUENO,139,,VILA IANDAIA,31270-030,GASOLINA,16/05/2023,"5,19",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO BRUNA LTDA.,00.247.861/0001-79,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,11333,,DOM BOSCO,30850-453,GASOLINA,16/05/2023,"5,17",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,MARLIN EMPREENDIMENTOS LTDA,02.685.478/0001-28,AVENIDA AMERICO VESPUCIO,501,,APARECIDA,31230-240,GASOLINA,16/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO BALUARTE LTDA,02.911.786/0001-24,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,23750,,EYMARD,31910-585,GASOLINA,16/05/2023,"5,15",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO AGUIA COMERCIO DE COMBUSTIVEIS LTDA,00.722.792/0001-08,AVENIDA SARAMENHA,1062,,TUPI,31840-220,GASOLINA,16/05/2023,"5,09",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,L. C. EMPREENDIMENTOS LTDA,00.415.374/0001-78,AVENIDA DIS ENGENHEIROS,1620,,CASTELO,30840-300,GASOLINA,15/05/2023,"5,39",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO JAVARI EIRELI,16.679.276/0001-88,RUA DESCALVADO,661,,RENASCENCA,31130-610,GASOLINA,16/05/2023,"5,07",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO BARBOSA LTDA,17.160.094/0001-69,AVENIDA PRES CARLOS LUZ,2263,,SAO FRANCISCO ASSIS,31250-010,GASOLINA,15/05/2023,"5,19",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,POSTO ANTUNES LTDA,01.553.073/0001-73,AVENIDA PORTUGAL,2603,,SANTA AMELIA,31555-000,GASOLINA,15/05/2023,"5,09",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO GERAES LTDA,02.289.325/0001-61,AVENIDA GASTAO DEMETRIO MAIA,140,,FLORAMAR,31742-096,GASOLINA,15/05/2023,"5,19",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,01.830.179/0001-77,AVENIDA DOM PEDRO I,2177,LETRA A,SAO JOAO BATISTA,31515-300,GASOLINA,15/05/2023,"5,09",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,ECO EMPREENDIMENTOS COMERCIAIS LTDA,00.194.032/0001-75,RUA TUPIS,1774,,BARRO PRETO,30190-062,GASOLINA,16/05/2023,"5,09",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,GASOLINA,16/05/2023,"5,08",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO COELHO LTDA,17.162.629/0001-30,AVENIDA ANTONIO CARLOS,3550,,CACHOEIRINHA,31210-800,GASOLINA,16/05/2023,"5,04",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO GLORIA LIMITADA,16.682.296/0001-08,RUA DEP CLAUDIO P DE LIMA,957,,N S GLORIA,30870-020,GASOLINA,15/05/2023,"5,14",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO AEROPORTO LTDA,16.665.259/0001-91,RUA PROFESSOR MAGALHAES PENIDO,540,,SAO LUIZ (PAMPULHA),31270-700,GASOLINA,16/05/2023,"5,09",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,16.626.814/0001-76,RUA JACUI,4040,,IPIRANGA,31160-190,GASOLINA,16/05/2023,"5,07",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,MINEIRAO POSTO DE SERVICOS LTDA,16.599.607/0001-70,AVENIDA PRESIDENTE ANTONIO CARLOS,2710,,CACHOEIRINHA,31130-194,GASOLINA,16/05/2023,"5,03",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO PIO XII LTDA.,05.020.360/0001-79,AVENIDA DO CONTORNO,9008,,SANTO AGOSTINHO,30110-067,GASOLINA,16/05/2023,"5,05",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,COMERCIAL RACOL LTDA,04.755.071/0001-55,AVENIDA BRIGADEIRO EDUARDO GOMES,1980,,GLORIA,30870-100,GASOLINA,15/05/2023,"5,19",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,GNV SETE BELO LTDA,04.399.544/0001-29,AVENIDA CRISTIANO MACHADO,8898,,MINASLANDIA,31812-112,GASOLINA,16/05/2023,"5,08",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO MARTE LTDA,03.638.042/0001-40,RUA JACUI,1712,,GRACA,31110-050,GASOLINA,16/05/2023,"5,14",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,DUTRA E SILVA LTDA,02.104.426/0001-10,AVENIDA DOS ENGENHEIROS,465,,ALIPIO DE MELO,30840-300,GASOLINA,15/05/2023,"5,39",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO BOA ESPERANCA LTDA.,00.911.117/0001-27,RODOVIA PAPA JOAO PAULO II,3031,,SERRA VERDE,31630-369,GASOLINA,15/05/2023,"5,17",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,AUTO POSTO VERONA EIRELI,00.911.111/0001-50,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,23759,,DOM SILVERIO,31985-203,GASOLINA,15/05/2023,"5,19",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ASTRAL LTDA,00.524.333/0001-10,AVENIDA BRIG EDUARDO GOMES,1025,,GLORIA,30870-100,GASOLINA,15/05/2023,"5,19",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO SARAMENHA LTDA,00.416.899/0001-28,AVENIDA SERRANA,750,,SERRANO,30882-370,GASOLINA,15/05/2023,"5,15",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,ECO EMPREENDIMENTOS COMERCIAIS LTDA,00.194.032/0002-56,RUA CONCEICAO DO MATO DENTRO,335,,OURO PRETO,31310-240,GASOLINA,15/05/2023,"5,27",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,GAS BRAS LTDA,04.274.096/0001-37,RODOVIA PAPA JOAO PAULO II,400,,SATELITE,31748-002,GASOLINA,15/05/2023,"5,17",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,POSTO CENTER NORTE LTDA,10.684.461/0001-84,AVENIDA VILARINHO,5360,,VENDA NOVA,31615-250,GASOLINA,15/05/2023,"5,09",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO MONTE SANTO LTDA,08.223.834/0001-78,AVENIDA DOM PEDRO II,3038,,CAICARA,30720-460,GASOLINA,16/05/2023,"5,19",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,DGET COMBUSTIVEIS EIRELI,10.651.236/0001-41,RUA DOS ASTECAS,2930,,SANTA MONICA,31530-300,GASOLINA,15/05/2023,"5,15",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO ITATIAIA LTDA,12.927.274/0001-00,AVENIDA PROFESSOR CLOVIS SALGADO,1865,,ITATIAIA,31360-280,GASOLINA,15/05/2023,"5,15",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO PIRAJA LIMITADA,17.185.760/0001-13,AVENIDA WALDOMIRO LOBO,432,,GUARANI,31814-620,GASOLINA,23/05/2023,"4,99",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,AGUIA IV COMERCIO DE COMBUSTIVEIS LTDA,07.946.419/0001-80,RUA PARA DE MINAS,320,,PADRE EUSTAQUIO,30730-440,GASOLINA,23/05/2023,"4,86",,R$ / litro,ALESAT
SE,MG,BELO HORIZONTE,POSTO BEAGAS GNV LTDA.,07.434.428/0001-91,AVENIDA DOM PEDRO II,4685,,JARDIM MONTANHES,30730-690,GASOLINA,22/05/2023,"4,97",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,AUTO POSTO VALE LTDA,02.369.525/0001-24,AVENIDA VILARINHO,1146,,VENDA NOVA,31615-250,GASOLINA,22/05/2023,"4,94",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO POETA LTDA,05.577.012/0001-05,AVENIDA DOM PEDRO I,2355,,SAO JOAO BATISTA,31515-300,GASOLINA,22/05/2023,"4,97",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO WAP AMAZONAS LTDA.,06.041.725/0001-04,AVENIDA AMAZONAS,5234,,NOVA SUISSA,30421-056,GASOLINA,24/05/2023,"4,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO VILA NOSSA SENHORA DE FATIMA LTDA,05.462.748/0001-20,AVENIDA NOSSA SENHORA DE FATIMA,"2,401",,CARLOS PRATES,30710-020,GASOLINA,22/05/2023,"4,97",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,POSTO ALLGAS LTDA,05.351.360/0001-51,AVENIDA SARAMENHA,1632,,GUARANI,31840-220,GASOLINA,23/05/2023,"4,98",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO LUPUS ISABEL BUENO LTDA.,02.507.257/0001-60,AVENIDA IZABEL BUENO,139,,VILA IANDAIA,31270-030,GASOLINA,23/05/2023,"4,97",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO BRUNA LTDA.,00.247.861/0001-79,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,11333,,DOM BOSCO,30850-453,GASOLINA,23/05/2023,"4,95",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,MARLIN EMPREENDIMENTOS LTDA,02.685.478/0001-28,AVENIDA AMERICO VESPUCIO,501,,APARECIDA,31230-240,GASOLINA,23/05/2023,"5,09",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO BALUARTE LTDA,02.911.786/0001-24,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,23750,,EYMARD,31910-585,GASOLINA,23/05/2023,"4,99",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO AGUIA COMERCIO DE COMBUSTIVEIS LTDA,00.722.792/0001-08,AVENIDA SARAMENHA,1062,,TUPI,31840-220,GASOLINA,23/05/2023,"4,98",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,L. C. EMPREENDIMENTOS LTDA,00.415.374/0001-78,AVENIDA DIS ENGENHEIROS,1620,,CASTELO,30840-300,GASOLINA,22/05/2023,"5,19",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO DANUBIO LTDA,17.288.630/0001-06,RUA JACUI,2300,,RENASCENCA,31140-650,GASOLINA,23/05/2023,"4,89",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,POSTO JAVARI EIRELI,16.679.276/0001-88,RUA DESCALVADO,661,,RENASCENCA,31130-610,GASOLINA,23/05/2023,"4,85",,R$ / litro,BRANCA
SE,MG,BELO HORIZONTE,POSTO ANTUNES LTDA,01.553.073/0001-73,AVENIDA PORTUGAL,2603,,SANTA AMELIA,31555-000,GASOLINA,22/05/2023,"4,97",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,01.830.179/0001-77,AVENIDA DOM PEDRO I,2177,LETRA A,SAO JOAO BATISTA,31515-300,GASOLINA,22/05/2023,"4,97",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,ECO EMPREENDIMENTOS COMERCIAIS LTDA,00.194.032/0001-75,RUA TUPIS,1774,,BARRO PRETO,30190-062,GASOLINA,23/05/2023,"4,87",,R$ / litro,RAIZEN
SE,MG,BELO HORIZONTE,POSTO TRANCOSO LTDA,03.911.603/0001-33,RUA JOSE CLETO,1232,,SANTA CRUZ,31155-290,GASOLINA,23/05/2023,"4,88",,R$ / litro,VIBRA ENERGIA
SE,MG,BELO HORIZONTE,EXXEL REVENDEDORA DE DERIVADOS DE PETROLEO LTDA,17.332.487/0001-02,AVENIDA VER CICERO ILDEFONSO,539,,JOAO PINHEIRO,30530-000,GASOLINA,23/05/2023,"4,87",,R$ / litro,IPIRANGA
SE,MG,BELO HORIZONTE,TIC TAC DERIVADOS DE PETROLEO LTDA,17.269.218/0001-49,AVENIDA DO CONTORNO,9645,,PRADO,30110-063,GASOLINA,23/05/2023,"4,87",,R$ / litro,RAIZEN
